email	household_type	num_occupants	bedroom_count	footage	area_code	phone_number	phone_type	postal_code
bcryer@inity.com	house	1	1	305	759	7909070	other	64844
bdarakjy@cancity.com	apartment	1	3	887	031	9592023	mobile	85376
bdarakjy@green-plus.com	apartment	2	4	1439	102	9327142	work	43260
bdaufeldt@zotware.com	townhome	2	2	716	674	7112804	work	38165
bdegonia@plussunin.com	mobile home	4	1	343	637	9907410	mobile	14029
bdeleo@ontomedia.com	house	2	3	920				66547
bdemesa@conecom.com	apartment	1	1	369	355	9840531	mobile	28751
bdemesa@dambase.com	house	2	2	692				21229
bdemesa@newex.com	townhome	1	1	440	616	2996469	mobile	67102
bdiscipio@zoomit.com	apartment	3	2	730	358	0406659	mobile	36762
bdrymon@kan-code.com	house	4	4	1299	384	5709819	mobile	53805
bdrymon@zathunicon.com	apartment	3	1	338	153	1050532	mobile	68810
bdubaldi@year-job.com	condominium	2	5	1502	395	3266465	mobile	47841
beanes@codehow.com	condominium	2	2	655	973	4412441	mobile	62994
beanes@nam-zim.com	house	7	4	1553	660	3595906	mobile	38877
beschberger@yearin.com	house	1	1	454	222	8199868	mobile	57632
bestell@bioholding.com	house	1	0	76	116	6386069	work	96837
bfallick@doncon.com	house	4	2	546	941	6497362	home	33388
bfallick@ron-tech.com	townhome	1	1	399				57531
bfarrow@xx-holding.com	apartment	3	2	845				06436
bfelger@mathtouch.com	townhome	1	2	745				71028
bfern@codehow.com	house	1	1	411				77807
bfillingim@betatech.com	townhome	4	2	683	030	1361376	mobile	15740
bflister@gogozoom.com	apartment	3	0	66	330	0865606	mobile	99135
bfrancescon@golddex.com	house	1	1	377				44402
bfrancescon@treequote.com	apartment	1	2	668	080	1234973	work	31521
bfrancescon@y-corporation.com	townhome	2	3	847	828	5939936	mobile	32704
bfrankel@plusstrip.com	apartment	1	3	1207	385	7494453	mobile	65069
bfredicks@betasoloin.com	townhome	3	1	407	289	7437953	mobile	01805
bfrey@treequote.com	townhome	5	2	708	920	4955584	mobile	48667
bgabisi@scottech.com	house	1	2	758	988	7854243	work	73086
bgato@gogozoom.com	apartment	1	3	884	554	0517553	mobile	38143
bgehrett@betasoloin.com	apartment	3	3	1133	059	7329860	mobile	48615
bgehrett@kan-code.com	house	3	4	1004	753	8825914	mobile	79905
bgiguere@groovestreet.com	apartment	1	2	685				80908
bgiguere@plexzap.com	apartment	5	0	155	680	0906131	mobile	46792
bgleich@plusstrip.com	townhome	3	4	866	689	4928363	mobile	32925
bgochal@zathunicon.com	apartment	3	2	658				44704
bgoldammer@doncon.com	townhome	2	2	759	653	3188263	mobile	84663
bgood@hottechi.com	condominium	1	1	512	523	4852108	mobile	54311
bgotter@dambase.com	house	4	2	650	061	7750471	mobile	71038
bgreenbush@donware.com	townhome	1	3	942	412	4771969	mobile	98244
bgreenbush@faxquote.com	apartment	4	3	1145	815	6405143	mobile	49657
bgreenbush@silis.com	townhome	3	1	341	241	0149224	mobile	90272
bgudroe@condax.com	apartment	1	2	717	114	1952892	mobile	14514
bgudroe@doncon.com	apartment	3	2	725	882	1379094	work	86512
bhagele@plexzap.com	house	1	2	549	180	8682242	other	69331
bhalter@doncon.com	house	2	2	654	748	9959580	mobile	97868
bhalter@rangreen.com	house	3	1	381	122	0977419	home	15701
bhalter@xx-holding.com	house	4	2	630	440	8518459	mobile	43746
bhalter@zotware.com	house	1	0	47	237	4941092	mobile	30546
bhanafan@gogozoom.com	house	1	1	417	024	6480378	work	20036
bharabedian@iselectrics.com	condominium	4	2	792	624	8486814	mobile	49925
bharabedian@plusstrip.com	mobile home	2	3	949	374	9685928	mobile	84075
bharabedian@zotware.com	house	4	2	719				39533
bhauenstein@funholding.com	condominium	2	4	1218	460	3115872	mobile	73729
bheimann@domzoom.com	townhome	4	3	1137	849	1536167	mobile	90710
bheimann@statholdings.com	apartment	1	2	733				76841
bhiatt@zencorporation.com	apartment	8	6	1501	276	4310126	work	29433
bhixenbaugh@doncon.com	apartment	6	1	367	417	8541283	mobile	15520
bhoa@domzoom.com	condominium	1	1	449	620	1743504	work	96108
bhochard@donquadtech.com	apartment	4	3	1016	638	6385973	mobile	06477
bhoneywell@xx-holding.com	townhome	2	3	1119				37922
bhudnall@dalttechnology.com	mobile home	3	0	70				97258
binouye@newex.com	house	2	3	1097				83462
bjacobos@codehow.com	condominium	5	2	649	272	0432241	work	50476
bjayson@hatfan.com	mobile home	1	2	820				48804
bjuhas@doncon.com	apartment	4	2	678	131	3296775	mobile	62956
bjuvera@rundofase.com	apartment	4	2	827	067	8720074	mobile	38478
bkaniecki@plusstrip.com	condominium	5	3	1321	198	6451424	mobile	82615
bklang@bioholding.com	apartment	2	5	2011	273	7365132	mobile	41367
bklimek@y-corporation.com	apartment	5	3	1136				25901
bklusman@iselectrics.com	apartment	1	2	625	385	3026663	mobile	80743
bkonopacki@labdrill.com	house	3	1	386				69151
bkoppinger@domzoom.com	house	3	1	418				91905
bkorando@doncon.com	house	1	3	984				85336
blabreche@ron-tech.com	apartment	1	1	424	660	9307306	mobile	15683
blatzke@dambase.com	house	2	3	1137	536	0265579	mobile	78670
blatzke@zotware.com	mobile home	3	1	302	141	8726485	mobile	43822
bleinenbach@dontechi.com	apartment	2	1	438	338	6596079	mobile	85207
bleinenbach@sumace.com	townhome	2	5	1926	515	6509789	mobile	52214
bleinenbach@year-job.com	apartment	4	4	1376				14756
bleto@dambase.com	apartment	4	1	506	755	1854640	home	49684
bleto@zathunicon.com	apartment	2	2	642	338	7877835	mobile	74957
blinahan@silis.com	apartment	8	2	733	297	7110045	home	41560
blipkin@zotware.com	mobile home	4	2	856	428	4474205	other	48651
blizama@condax.com	house	3	1	370				50115
bloader@inity.com	house	1	0	32	221	9807041	mobile	52650
blouissant@zumgoity.com	townhome	1	1	422	393	3803910	mobile	20608
bluczki@xx-zobam.com	townhome	1	1	379	138	4363041	mobile	14211
blukasik@zumgoity.com	house	3	1	388	535	2632599	mobile	49920
bmaile@donware.com	house	1	1	418	438	0261521	mobile	98034
bmaillard@zumgoity.com	house	2	1	387	848	5277927	work	18327
bmarrier@finjob.com	apartment	1	1	470	965	6148457	mobile	77096
bmastella@hottechi.com	apartment	6	6	1953	915	6916650	mobile	03276
bmastella@ron-tech.com	condominium	3	0	37				36435
bmauson@ontomedia.com	house	1	3	808	290	9436150	mobile	40576
bmaybury@doncon.com	house	2	2	813	958	8617919	mobile	71660
bmcrae@zotware.com	townhome	3	2	714				71903
bmeinerding@zumgoity.com	house	3	1	473	877	0067307	mobile	22530
bmenter@stanredtax.com	house	1	1	325	012	4190704	home	10028
bmirafuentes@fasehatice.com	mobile home	3	0	66	189	5020988	mobile	93409
bmorasca@scottech.com	condominium	1	0	32	127	9091984	mobile	24854
bmotley@gogozoom.com	house	3	2	758	331	2623008	work	18250
bmoyd@kan-code.com	townhome	4	3	1079				71766
bmoyd@streethex.com	house	1	1	379	696	6259812	work	15501
bmunis@y-corporation.com	apartment	2	4	1359	793	2479617	mobile	40075
bnabours@scotfind.com	apartment	2	3	1223	066	2024686	home	54870
bnabours@warephase.com	apartment	1	0	116	285	6024495	mobile	10124
bneither@cancity.com	mobile home	3	3	1074	648	4127397	mobile	67601
bneither@treequote.com	apartment	1	1	335	096	8525606	work	14139
bnestle@hatfan.com	condominium	1	1	305	111	6222447	work	29555
bnicolozakes@rangreen.com	townhome	1	2	787	179	6394791	mobile	59715
bnievas@kinnamplus.com	house	1	2	775	690	7500845	mobile	17942
bogg@openlane.com	house	1	1	355	728	0540978	mobile	65756
boles@bioholding.com	apartment	1	1	334	597	8989055	mobile	36020
bostolaza@sunnamplex.com	apartment	3	3	1070	117	6294762	mobile	37408
bpaa@dambase.com	townhome	1	3	1089	659	5168467	mobile	44707
bpadilla@sonron.com	apartment	2	2	671	984	6501842	mobile	80918
bpalaspas@conecom.com	apartment	2	1	378	346	5658684	mobile	12434
bpapasergi@gogozoom.com	mobile home	1	1	439	614	5564464	mobile	52237
bpaskin@ron-tech.com	mobile home	5	0	120	630	5978029	work	73626
bpaskin@year-job.com	house	1	2	649	960	3532849	mobile	52253
bpatak@dontechi.com	mobile home	2	3	837	481	0551641	mobile	68361
bpedrozo@finhigh.com	mobile home	4	1	440	866	8055693	mobile	04684
bperruzza@dontechi.com	house	3	2	556	250	8908176	mobile	28546
bpinilla@singletechno.com	townhome	2	5	1535	540	0265296	other	66083
bplumer@groovestreet.com	house	4	3	1146	146	8793918	home	63964
bpontoriero@bioplex.com	apartment	1	0	54	585	3325667	mobile	19506
bpoquette@stanredtax.com	apartment	3	2	823				44273
bpoquette@zathunicon.com	condominium	2	1	456	424	4478840	mobile	15672
brantanen@goodsilron.com	house	2	2	603	369	0162777	mobile	66864
brhoden@betatech.com	apartment	2	0	89	746	6164266	mobile	90638
brhoden@singletechno.com	house	1	2	760	943	9922187	mobile	80466
brodefer@donquadtech.com	house	2	3	1020	469	9522951	other	05746
brodefer@faxquote.com	townhome	2	2	765	464	7681253	mobile	67041
brodeigues@cancity.com	house	1	1	395	757	2009235	mobile	75708
brodenberger@goodsilron.com	mobile home	3	2	604	870	2064725	mobile	21890
browling@silis.com	house	2	4	1202	462	8229767	home	60921
bryser@y-corporation.com	house	2	2	657	923	0361899	mobile	58530
bsahagun@hatfan.com	condominium	3	3	662	189	0374900	home	18444
bsamu@golddex.com	condominium	6	7	1853				97305
bsaulter@labdrill.com	apartment	3	2	686				40939
bsaulter@plussunin.com	apartment	2	2	808				92835
bschirpke@plusstrip.com	townhome	1	1	429	132	0977831	mobile	95960
bschmaltz@goodsilron.com	apartment	4	2	664				49341
bschmierer@zathunicon.com	apartment	4	4	1228	338	7598766	mobile	85281
bschnitzler@sumace.com	mobile home	2	2	907	615	7202294	mobile	53069
bscipione@blackzim.com	house	2	1	451	050	1494107	work	47703
bscriven@donware.com	apartment	1	0	146	031	8110695	mobile	33782
bscriven@xx-zobam.com	townhome	5	2	845	150	6055293	other	33493
bshealy@ontomedia.com	house	6	4	1267	412	2273077	home	08536
bshields@finhigh.com	house	1	1	403	822	1929247	mobile	24619
bshields@gogozoom.com	house	1	2	599	167	3801569	home	14776
bshinko@y-corporation.com	condominium	5	3	731	133	7079416	mobile	32610
bshire@toughzap.com	house	1	0	113	277	2722587	other	25685
bslayton@ganjaflex.com	house	4	4	1239	912	5905795	home	19142
bsmith@ontomedia.com	apartment	1	1	330	111	5618441	mobile	07919
bsteffensmeier@gogozoom.com	house	2	3	1039	844	9528150	mobile	19700
bsteffensmeier@sonron.com	house	1	2	607	472	9140462	home	67851
bstenseth@y-corporation.com	apartment	2	2	513	625	8393516	mobile	32821
bstrassner@scotfind.com	house	2	1	451				95417
bstuer@goodsilron.com	condominium	3	1	407	076	7765061	work	69155
bsyrop@zoomit.com	apartment	3	1	427	696	9431529	home	63701
btillotson@lexiqvolax.com	townhome	2	3	1014				63019
btjepkema@scottech.com	apartment	2	1	381				40958
btollner@dalttechnology.com	house	2	3	880	225	8164426	mobile	45309
btomblin@rantouch.com	condominium	1	1	457	941	3813863	mobile	75052
btromblay@y-corporation.com	house	5	2	690	525	1203565	mobile	22243
buyetake@condax.com	apartment	3	2	718				26060
bvanausdal@finhigh.com	house	4	2	786	149	3501652	mobile	31217
bvanausdal@isdom.com	townhome	2	3	891	896	5965823	mobile	04048
bvarriano@plexzap.com	apartment	3	3	1024	284	2306224	mobile	37620
bventura@codehow.com	apartment	2	1	511	046	3450008	mobile	06408
bventura@y-corporation.com	house	4	3	741	953	9798791	mobile	94544
bvillanueva@hottechi.com	house	3	2	712	398	1696016	mobile	77451
bwalthall@bioholding.com	house	1	3	975	386	6784356	home	12847
bwardrip@kinnamplus.com	apartment	2	2	446				05501
bweight@betasoloin.com	house	2	2	804				41214
bweight@funholding.com	house	4	3	1049	651	5281748	mobile	16550
bwenzinger@ganjaflex.com	apartment	4	2	588	597	0550864	mobile	82731
bwhobrey@zumgoity.com	mobile home	2	2	631	141	8420214	mobile	62012
bwide@ron-tech.com	apartment	1	1	388				81121
bwide@zumgoity.com	house	1	1	426				33918
bwitten@singletechno.com	apartment	4	0	132	105	8156424	mobile	24266
bwolfgramm@y-corporation.com	house	2	2	654	022	7534740	work	16215
bwolny@codehow.com	apartment	3	2	756	870	2088326	other	46040
bworlds@zathunicon.com	apartment	2	2	771	468	1583851	mobile	43201
bwrinkles@condax.com	condominium	4	3	1078	313	2887515	mobile	50314
bwrinkles@ganjaflex.com	townhome	5	2	633	324	1631068	other	73481
bwrinkles@plusstrip.com	house	1	1	566	687	8211494	mobile	39574
byaw@zotware.com	condominium	2	4	1445	273	1808547	work	02217
byglesias@silis.com	house	4	2	656	148	3671240	mobile	29847
bzagen@plexzap.com	condominium	2	3	1237	418	6041234	mobile	28102
cabdallah@codehow.com	house	3	3	1315	239	2410716	work	33015
cacey@ganjaflex.com	mobile home	4	2	712				61766
cagramonte@sumace.com	mobile home	3	1	419	135	4820790	mobile	90309
cagramonte@warephase.com	apartment	3	1	437	142	9167271	work	18024
calbares@zumgoity.com	house	1	2	482	049	0510954	other	56297
camigon@funholding.com	mobile home	1	1	449	184	5706019	mobile	98105
camigon@konex.com	house	3	1	473	214	5665726	home	56270
camyot@plussunin.com	mobile home	4	2	779	391	0304758	mobile	30757
camyot@zathunicon.com	apartment	3	2	586	865	3990967	mobile	78118
cangalich@golddex.com	mobile home	5	6	2342	999	5252894	mobile	28101
cangalich@hottechi.com	mobile home	4	5	1270	021	3900921	work	59524
cangalich@rundofase.com	house	9	6	1998	042	1295162	other	47965
cankeny@finhigh.com	house	1	2	760	178	6487360	mobile	79336
cankeny@yearin.com	house	1	1	443				96028
carceo@xx-zobam.com	condominium	3	2	717	364	6309299	mobile	08629
caredondo@fasehatice.com	condominium	2	2	706	315	3890258	mobile	55431
carias@iselectrics.com	apartment	1	0	55	085	2392836	work	23487
cauber@sonron.com	house	2	4	1417	682	6935905	home	15754
cauber@xx-zobam.com	house	5	4	1224	915	4749798	other	99670
cauffrey@ganjaflex.com	apartment	2	4	1396	026	4319458	mobile	18046
cauffrey@sonron.com	apartment	4	1	408	985	0936024	mobile	81062
cbachman@ontomedia.com	condominium	5	0	75	311	9051717	mobile	82714
cbaltimore@dalttechnology.com	apartment	2	2	669				75063
cbayless@xx-holding.com	house	1	1	414	012	4498830	home	31203
cbeech@goodsilron.com	apartment	11	6	1522	342	6123379	mobile	23465
cbenimadho@funholding.com	apartment	3	3	1098				49760
cbenimadho@zotware.com	townhome	2	3	1060				95522
cbennick@ontomedia.com	house	1	3	970	556	1645450	work	99128
cbergesen@scotfind.com	apartment	2	2	716	923	0058996	home	68462
cberlanga@mathtouch.com	apartment	1	0	78	921	5741752	work	84766
cbevelacqua@y-corporation.com	house	2	3	1103	184	0575254	home	17301
cbirkner@donware.com	house	1	3	884	895	5748110	mobile	68046
cbirkner@kan-code.com	apartment	2	2	628	127	3796459	mobile	53808
cbirkner@konmatfix.com	townhome	1	1	447	132	7732231	work	54430
cbitsuie@treequote.com	apartment	1	2	690	596	0895099	other	52344
cblackwood@lexiqvolax.com	house	2	3	1082				01223
cblunk@codehow.com	apartment	1	2	773				52224
cbookamer@plexzap.com	condominium	1	3	851	720	3397098	mobile	74454
cbookamer@zumgoity.com	apartment	1	1	457	551	2955007	mobile	67740
cbourbon@ontomedia.com	apartment	4	1	268	894	3677244	work	87525
cbreland@gogozoom.com	house	3	2	638	996	9729964	mobile	75563
cbreland@y-corporation.com	house	1	1	439	896	0417554	mobile	44105
cbreland@zoomit.com	house	2	4	1264	313	1652195	mobile	64841
cbriddick@codehow.com	house	5	4	1306	162	8830094	work	37228
cbrideau@funholding.com	townhome	1	1	362	561	6818103	mobile	95966
cbrossart@finhigh.com	house	1	3	1203	613	4531101	mobile	47431
cbrossart@lexiqvolax.com	mobile home	4	2	546	463	5056893	work	93246
cbrossart@zotware.com	townhome	1	1	478	555	6798490	work	76555
cbrucato@betasoloin.com	house	4	3	1045				57567
cbruschke@ontomedia.com	townhome	4	2	601	287	0526623	work	98373
cbubash@opentech.com	mobile home	2	3	937	814	5454037	mobile	46118
cbutt@nam-zim.com	townhome	1	2	779	146	9801625	mobile	98293
cbutzen@iselectrics.com	apartment	3	2	836	442	2427580	mobile	17037
cbutzen@newex.com	condominium	3	1	412	825	7112525	mobile	80758
cbuvens@kan-code.com	apartment	5	2	849	431	3528007	mobile	51526
ccaiafa@codehow.com	condominium	2	3	1115	598	2063673	mobile	67552
ccaiafa@nam-zim.com	condominium	4	3	1248	590	5260399	work	16638
ccaiafa@streethex.com	house	2	2	654				24134
ccaldarera@dontechi.com	apartment	3	3	1167	510	5367944	mobile	02768
ccallaro@statholdings.com	house	2	5	1692	985	8978742	mobile	28609
ccallaro@zencorporation.com	apartment	1	0	123	186	9532832	work	51232
ccalvaresi@hottechi.com	condominium	5	4	1334	598	1728113	mobile	47264
ccandlish@kan-code.com	house	2	4	1289	384	1928075	mobile	13675
ccandlish@rantouch.com	apartment	1	1	360				07109
ccanlas@stanredtax.com	apartment	1	1	398	105	2185364	other	92316
ccantres@plussunin.com	mobile home	2	1	410				97044
ccartan@dambase.com	house	1	0	145	877	0902321	mobile	26209
ccentini@dontechi.com	apartment	2	4	862	243	1566050	mobile	94302
cchaffins@ontomedia.com	apartment	2	2	675	642	2672640	mobile	58752
cchesterfield@streethex.com	apartment	1	2	670	555	9485922	mobile	99774
cchickering@condax.com	condominium	2	4	1152	138	5305798	mobile	91720
cchui@gogozoom.com	mobile home	5	2	649	925	5483365	mobile	00984
cclaucherty@hottechi.com	house	2	3	984	515	0077277	mobile	19057
ccolla@fasehatice.com	house	2	1	313	128	5050747	mobile	85290
ccomnick@blackzim.com	house	1	1	336	613	3986584	mobile	79261
ccomnick@opentech.com	apartment	2	2	539	479	3834191	home	85937
ccoody@mathtouch.com	condominium	3	2	639	916	7645483	other	80256
ccorbley@betatech.com	apartment	4	3	1261	793	4320107	mobile	28818
ccorbley@conecom.com	house	4	4	1367	115	8463509	mobile	79704
ccorrington@gogozoom.com	condominium	2	3	1302	726	2587224	mobile	79837
ccorrington@mathtouch.com	townhome	1	1	381	162	7751177	mobile	78761
ccoyier@dontechi.com	condominium	1	0	163				63115
ccoyier@opentech.com	house	1	2	823	527	0759134	mobile	46325
ccraghead@stanredtax.com	mobile home	4	6	2478	156	4768682	mobile	24935
ccronauer@fasehatice.com	condominium	1	1	521				04490
ccryer@j-texon.com	house	5	2	685	542	6276379	work	46957
cdarakjy@codehow.com	house	3	1	398	929	1438142	mobile	84032
cdaufeldt@konmatfix.com	condominium	1	3	1104	280	8757159	mobile	51573
cdegroot@konex.com	apartment	1	2	593	496	3728863	mobile	20715
cdegroot@y-corporation.com	house	4	2	855				60108
cdemesa@openlane.com	house	1	1	371	194	6152633	mobile	67845
cdevreese@nam-zim.com	house	10	6	2034				52142
cdevreese@y-corporation.com	apartment	4	0	133	893	1514098	mobile	48529
cdhamer@dalttechnology.com	condominium	2	3	878	662	2566040	mobile	26173
cdhamer@isdom.com	house	1	1	323	178	9627787	mobile	41015
cdickerson@openlane.com	house	3	2	581	032	0928665	mobile	29406
cdiestel@donquadtech.com	mobile home	3	2	700	274	8897332	mobile	47918
cdinos@gogozoom.com	apartment	2	1	469				58433
cdinos@green-plus.com	apartment	4	3	1193	485	6921421	mobile	02189
cdiscipio@plusstrip.com	house	5	0	49	598	0871310	home	36482
cdopico@betasoloin.com	house	4	0	100	517	6278022	mobile	88517
cdorshorst@dambase.com	mobile home	3	1	361	324	0328364	mobile	48635
cdrymon@donware.com	house	3	2	792	999	2637620	mobile	17113
cduenas@ron-tech.com	apartment	5	3	1205	560	3834735	other	27361
cemigh@mathtouch.com	house	2	3	841	654	0611211	mobile	01201
cengelberg@dambase.com	townhome	2	1	417	617	8692538	work	47854
cennaco@sunnamplex.com	townhome	2	2	478	655	3490760	mobile	24458
ceroman@warephase.com	house	1	0	104	883	0252999	mobile	07870
cfallick@iselectrics.com	townhome	1	3	1040	741	0921432	work	67050
cfarrow@dambase.com	house	1	1	437	294	0673394	mobile	01252
cfigeroa@cancity.com	apartment	3	2	688				10038
cfigeroa@j-texon.com	apartment	1	0	68	956	0108438	mobile	32524
cfillingim@cancity.com	mobile home	1	1	276	683	0922219	mobile	18643
