household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	dryer_heat_source	oven_type	oven_heat_sources	refrigerator_type	display_size	display_type	resolution	washer_load_type
lpolidori@xx-zobam.com	1	Ciperepazz Direct Inc	Parhupar	electric								
ywolny@stanredtax.com	1	Ciperepazz Direct Inc	Supvenefazz			conventional	microwave					
kstem@dontechi.com	1	Cipfropax	Monhupazz						80	LCD	4320p (8K)	
amorasca@funholding.com	1	Cipfropax	Pardudewantor						25	DLP	1080p	
bhagele@plexzap.com	1	Cipfropax	Parwerpanover						60	LED	480i	
kgochal@iselectrics.com	1	Cipfropax	Qwiquestefar						35	LCD	2160p (4K)	
etromblay@groovestreet.com	1	Cipfropax	Qwitumonax						40	LED	2160p (4K)	
lreitler@openlane.com	1	Cipfropax	Supwerpexax						55	LED	2160p (4K)	
fmunis@inity.com	1	Cipfropefar	Cipdudentor						60	LCD	480i	
nahle@yearin.com	1	Cipfropefar	Empebazz						65	LED	1080p	
ggudroe@statholdings.com	1	Cipfropefar	Klibanazz						75	LED	480i	
nkarpin@sunnamplex.com	1	Cipfropefar	Lomzapistor						65	LED	1080i	
krhym@conecom.com	1	Cipfropefar	Rejubover						55	plasma	2160p (4K)	
lmalet@j-texon.com	1	Cipfropefar	Tipdimistor						25	tube	2160p (4K)	
bhalter@xx-holding.com	1	Cipfropefar	Wintinamower						70	LCD	2160p (4K)	
ngibes@conecom.com	1	Cipfropex International	Emquestollantor					french door				
fschoeneck@rangreen.com	1	Cipfropex International	Qwifropepicator					side-by-side				
chixenbaugh@rundofase.com	1	Cipfropex International	Rapkilepicator					bottom freezer				
ekeetch@condax.com	1	Cipfropex International	Tupzapinar					upright freezer				
etawil@zathunicon.com	1	Cipfropex International	Varcadistor					chest freezer				
gmartabano@lexiqvolax.com	1	Cipmunackex International	Emmunor						80	DLP	1080p	
lhalsey@statholdings.com	1	Cipmunackex International	Emrobegan						70	LED	576i	
dfeichtner@ron-tech.com	1	Cipmunackex International	Frotumar						50	LED	2160p (4K)	
ivonasek@dalttechnology.com	1	Cipmunackex International	Thrucadadan						65	LED	2160p (4K)	
rrhym@rangreen.com	1	Cipmunackex International	Untanepistor						75	LCD	4320p (8K)	
cschoeneck@finhigh.com	1	Cipmunackex International	Winhupantor						40	LED	720p	
eschmaltz@streethex.com	1	Cipmunax			electric							
lcalvaresi@plussunin.com	1	Cipmunax			none							
brodefer@donquadtech.com	1	Cipmunax	Hapvenan		gas							
ewaycott@scottech.com	1	Cipmunax	Trutumistor		none							
ssarbacher@dontechi.com	1	Cipmunax	Zeetumanax		electric							
gpedrozo@inity.com	1	Cipmunonover Holdings	Frorobistor	electric		conventional	microwave					
rvizarro@finjob.com	1	Cipmunonover Holdings	Parrobor	electric		convection	microwave;gas;electric					
kupthegrove@green-plus.com	1	Cipmunonover Holdings	Rapvenar			conventional	gas;electric					
bpontoriero@bioplex.com	1	Cipmunonover Holdings	Truzapaquar			conventional	microwave					
hmotley@konex.com	1	Cipmunonover Holdings	Varhupan			conventional	gas;electric					
lbitsuie@doncon.com	1	Cipnipax			electric							
dseewald@singletechno.com	1	Cipnipax	Aderin		electric							
vangalich@zathunicon.com	1	Cipnipax	Ciptumamazz		gas							
rwhobrey@lexiqvolax.com	1	Cipnipax	Emnipentor		none							
kmunis@xx-holding.com	1	Cipnipax	Fronipilax		gas							
hkohnert@betasoloin.com	1	Cipnipax	Klisipicax		electric							
dsaylors@dontechi.com	1	Cipnipax	Zeehupantor		none							
lsaulter@iselectrics.com	1	Cipnipax	Zeehupantor		none							
lkitzman@kinnamplus.com	1	Cipnipefistor International	Dopvenor		gas							
pcloney@betatech.com	1	Cipnipefistor International	Supkilower		none							
swildfong@bioplex.com	1	Cipnipefistor International	Truhupinan		none							
jfrankel@warephase.com	1	Cipnipefistor International	Tuptumonover		electric							
rbowley@zoomit.com	1	Cipnipollistor	Adpickin		electric							
hsaras@hatfan.com	1	Cipnipollistor	Lomhupewar		gas							
bchui@groovestreet.com	1	Cipnipollistor	Parpickor		gas							
ctromblay@donware.com	1	Cipnipollistor	Qwidimefan		electric							
gsayaphon@codehow.com	1	Cipnipollistor	Repebicator		none							
jrodeigues@scottech.com	1	Cipnipollistor	Repebicator		none							
mmelnyk@funholding.com	1	Cipnipollistor	Rerobar		electric							
eperez@lexiqvolax.com	1	Cipnipollistor	Suptinedantor		none							
hdorshorst@inity.com	1	Cippebimicator  Corp.	Adbanex					top freezer				
lfern@dalttechnology.com	1	Cippebimicator  Corp.	Cipvenopex					side-by-side				
ddickerson@openlane.com	1	Cippebimicator  Corp.	Dopdimover					chest freezer				
djuhas@plusstrip.com	1	Cippebimicator  Corp.	Monjubor					bottom freezer				
ytolfree@ron-tech.com	1	Cippebimicator  Corp.	Unquestupan					top freezer				
jwenner@cancity.com	1	Cippickower Holdings	Adpebax						45	tube	4320p (8K)	
jbreland@betasoloin.com	1	Cippickower Holdings	Emglibex						70	LED	480i	
kdarakjy@xx-zobam.com	1	Cippickower Holdings	Emmunor						75	LED	4320p (8K)	
rketelsen@conecom.com	1	Cippickower Holdings	Partanamover						55	LCD	2160p (4K)	
magramonte@scottech.com	1	Cippickower Holdings	Qwirobantor						65	LED	2160p (4K)	
lpadilla@donquadtech.com	1	Cippickower Holdings	Rejubover						55	LCD	2160p (4K)	
akohl@betasoloin.com	1	Cippickower Holdings	Tuppebar						65	LED	2160p (4K)	
jahle@bioholding.com	1	Cipquestonax Holdings						side-by-side				
cflister@codehow.com	1	Cipquestonax Holdings						chest freezer				
ctreston@lexiqvolax.com	1	Cipquestonax Holdings	Barhupadan					top freezer				
saquas@zumgoity.com	1	Cipquestonax Holdings	Dopzapewazz					side-by-side				
etimenez@stanredtax.com	1	Cipquestonax Holdings	Endfropamentor					top freezer				
cmugnolo@zoomit.com	1	Cipsapantor Direct	Hapkilazz						55	LED	480i	
anunlee@donquadtech.com	1	Cipsapantor Direct	Monglibewar						55	LED	1080p	
mleinenbach@lexiqvolax.com	1	Cipsapantor Direct	Suppickaquax						55	LCD	2160p (4K)	
mmiro@zoomit.com	1	Cipsapantor Direct	Surpebonazz						60	LED	1080p	
skardas@fasehatice.com	1	Cipsapentor International						bottom freezer				
wamigon@cancity.com	1	Cipsapentor International	Hapdimefazz					chest freezer				
cstuer@sunnamplex.com	1	Cipsapentor International	Thrufropan					side-by-side				
dstaback@bioholding.com	1	Cipsapentor International	Tupzapinar					french door				
temigh@konex.com	1	Cipsapentor International	Zeetumentor					bottom freezer				
lklimek@plussunin.com	1	Cipsapex			gas							
fhalter@gogozoom.com	1	Cipsapex			none							
ndinos@donware.com	1	Cipsapex	Monerexazz		gas							
agalam@zathunicon.com	1	Cipsapex	Tippickepentor		none							
jloder@sunnamplex.com	1	Cipsapex	Truhupegin		electric							
rnewville@donware.com	1	Cipsapex	Zeehupantor		gas							
mpalaia@codehow.com	1	Cipsapex	Zeehupantor		electric							
nlary@faxquote.com	1	Cipsipentor WorldWide	Ciprobax		electric							
vmarrier@mathtouch.com	1	Cipsipentor WorldWide	Hapcadimower		gas							
bdiscipio@zoomit.com	1	Cipsipentor WorldWide	Raptinefar		gas							
rhollack@toughzap.com	1	Cipsipentor WorldWide	Rapvenanazz		none							
tmatuszak@konmatfix.com	1	Cipsipentor WorldWide	Suptinedantor		none							
lkusko@scotfind.com	1	Cipsipentor WorldWide	Suptumilantor		gas							
tbowley@rantouch.com	1	Cipsipentor WorldWide	Winjubedentor		gas							
shauenstein@zoomit.com	1	Cipsipover Direct Inc	Addudefistor		gas							
tstaback@domzoom.com	1	Cipsipover Direct Inc	Frosapistor		electric							
mberganza@ganjaflex.com	1	Cipsipover Direct Inc	Hapwerpilor		none							
stheodorov@inity.com	1	Ciptanex	Cipdudedgar		gas							
lborgman@kan-code.com	1	Ciptanex	Cipweradicator		gas							
cwaycott@inity.com	1	Ciptanex	Hapfropax		none							
wpatak@singletechno.com	1	Ciptanex	Monglibadover		gas							
msyrop@mathtouch.com	1	Ciptanex	Rapsapefazz		electric							
lauffrey@scotfind.com	1	Ciptanex	Raptinefar		electric							
rberganza@gogozoom.com	1	Ciptanex	Thrujubex		electric							
khughey@plussunin.com	1	Ciptanex	Tipweredentor		electric							
mcorrington@lexiqvolax.com	1	Ciptanex	Trutumistor		gas							
bdarakjy@cancity.com	1	Ciptanex	Tupquestopentor		electric							
dhoogland@lexiqvolax.com	1	Ciptinefar  Inc	Fromunan					top freezer				
clace@betatech.com	1	Ciptinefar  Inc	Grotumommover					bottom freezer				
sroyster@plussunin.com	1	Ciptinefar  Inc	Lompickex					upright freezer				
mkardas@inity.com	1	Ciptinefar  Inc	Qwitumadantor					upright freezer				
tmcrae@rundofase.com	1	Ciptinefar  Inc	Qwiweran					top freezer				
gstorment@mathtouch.com	1	Ciptinicator Holdings	Endbanazz						80	LED	480i	
cdinos@green-plus.com	1	Ciptinicator Holdings	Frotumar						55	LED	1080i	
lmconnell@y-corporation.com	1	Ciptinicator Holdings	Tipdimistor						45	plasma	1080p	
mhalter@conecom.com	1	Ciptinicator Holdings	Trutinimicator						80	LED	480i	
rsamu@green-plus.com	1	Ciptinicator Holdings	Varpebexin						55	DLP	480i	
dcousey@toughzap.com	1	Ciptinicator Holdings	Vartumor						70	LED	2160p (4K)	
blinahan@silis.com	1	Cipvenar Holdings Group							85	LCD	2160p (4K)	
ckippley@konex.com	1	Cipvenar Holdings Group	Bartumax						80	LCD	2160p (4K)	
mkeneipp@warephase.com	1	Cipvenar Holdings Group	Endsipazz						60	LED	4320p (8K)	
knievas@cancity.com	1	Cipvenar Holdings Group	Frotumilax						50	LED	480i	
mluczki@warephase.com	1	Cipvenar Holdings Group	Montinanazz						75	plasma	1080i	
lupthegrove@mathtouch.com	1	Cipvenar Holdings Group	Qwitinistor						55	LCD	1440p	
lwaycott@singletechno.com	1	Cipvenistor  Group	Invenower					french door				
cskursky@hottechi.com	1	Cipvenistor  Group	Raprobicator					bottom freezer				
ccoyier@opentech.com	1	Cipvenistor  Group	Supjubamazz					top freezer				
bsaulter@labdrill.com	1	Cipweraquentor	Barjubepin						55	LCD	1080i	
gmcrae@faxquote.com	1	Cipweraquentor	Barzapax						45	plasma	2160p (4K)	
ccorrington@gogozoom.com	1	Cipweraquentor	Lomglibor						60	LCD	480i	
dmallett@inity.com	1	Cipweraquentor	Lomwerpepex						45	LED	1080i	
gklonowski@opentech.com	1	Cipweraquentor	Monglibollistor						50	plasma	1440p	
jmccullan@hatfan.com	1	Cipweraquentor	Tiprobower						50	plasma	2160p (4K)	
plother@year-job.com	1	Cipweraquentor	Tipwerpedentor						60	LED	2160p (4K)	
cmenter@dambase.com	1	Cipweraquentor	Tupjubicator						60	LED	2160p (4K)	
pwieser@green-plus.com	1	Cipweraquentor	Untumegistor						45	LED	576i	
dhochard@rangreen.com	1	Cipwerponazz Holdings	Monhupazz						65	LED	2160p (4K)	
mkeneipp@toughzap.com	1	Cipwerponazz Holdings	Suptinonover						70	LED	1080i	
wpawlowicz@scottech.com	1	Cipwerpower WorldWide Company						bottom freezer				
awide@nam-zim.com	1	Cipwerpower WorldWide Company						chest freezer				
cduenas@ron-tech.com	1	Cipwerpower WorldWide Company	Lomtumefower					top freezer				
aberray@blackzim.com	1	Dopbanollentor Holdings	Grovenan					top freezer				
vchaffins@doncon.com	1	Dopbanollentor Holdings	Lomwerador					side-by-side				
cschnitzler@plussunin.com	1	Dopbanollentor Holdings	Monvenentor					bottom freezer				
alietz@yearin.com	1	Dopbanollentor Holdings	Tipjubexantor					top freezer				
oinouye@yearin.com	1	Dopbanollentor Holdings	Tuphupackazz					side-by-side				
npatak@ganjaflex.com	1	Dopcadegax Holdings			electric							
tbaltimore@nam-zim.com	1	Dopcadegax Holdings	Bardudexantor		gas							
sliukko@golddex.com	1	Dopcadegax Holdings	Barwerilover		gas							
bsahagun@hatfan.com	1	Dopcadegax Holdings	Monglibedgantor		gas							
ediscipio@nam-zim.com	1	Dopcadegax Holdings	Surerax		none							
lgobern@conecom.com	1	Dopcadegax Holdings	Tippickepentor		none							
rfillingim@funholding.com	1	Dopcadegax Holdings	Trunipimover		electric							
opaprocki@zumgoity.com	1	Dopcadegax Holdings	Trutumistor		electric							
dreiber@golddex.com	1	Dopcadegax Holdings	Tupquestopentor		none							
tdevreese@zencorporation.com	1	Dopdimaquor Holdings Company	Frovenazz			conventional	electric;gas					
tnachor@conecom.com	1	Dopdimaquor Holdings Company	Monglibepar	gas		conventional	electric					
apoquette@kan-code.com	1	Dopdimaquor Holdings Company	Tipsapover	electric								
csaras@zencorporation.com	1	Dopdimaquor Holdings Company	Truzapaquar	induction		conventional	microwave;gas					
langalich@iselectrics.com	1	Dopdimaquor Holdings Company	Varwerpanower			conventional	microwave;gas;electric					
sfern@isdom.com	1	Dopglibefazz  Company	Adwerover					chest freezer				
rbrossart@isdom.com	1	Dopglibefazz  Company	Inkililantor					side-by-side				
rwenzinger@fasehatice.com	1	Dopglibefazz  Company	Supquestegistor					french door				
gstenseth@konex.com	1	Dophupentor Direct Company	Addimicazz						80	LED	720p	
vnicolozakes@blackzim.com	1	Dophupentor Direct Company	Lompickicator						35	tube	2160p (4K)	
khengel@green-plus.com	1	Dophupentor Direct Company	Monquestover						55	LED	2160p (4K)	
jtagala@rantouch.com	1	Dophupentor Direct Company	Raprobantor						70	LED	480i	
sarias@openlane.com	1	Dophupentor Direct Company	Thrubanilar						35	LCD	2160p (4K)	
ibutt@rundofase.com	1	Dophupentor Direct Company	Trutinimicator						45	plasma	2160p (4K)	
hklonowski@goodsilron.com	1	Dophupentor Direct Company	Unwerpower						65	LED	1440p	
dyori@cancity.com	1	Dopjubimex International			gas							
gnayar@streethex.com	1	Dopjubimex International	Emdimazz		none							
enicka@scottech.com	1	Dopjubimex International	Fronipilax		none							
mwide@dontechi.com	1	Dopjubimex International	Grohuponantor		none							
lcomnick@plexzap.com	1	Dopjubimex International	Hapdudopower		none							
lbrucato@xx-holding.com	1	Dopjubimex International	Hapfropar		none							
ahoneywell@condax.com	1	Dopjubimex International	Uprobiman		none							
agood@scotfind.com	1	Dopjubupicator	Hapnipexower	induction								
mengelberg@bioholding.com	1	Dopjubupicator	Monwericower			conventional	electric					
dflosi@konmatfix.com	1	Dopjubupicator	Monzapazz	electric		conventional	electric;gas					
fsweely@ron-tech.com	1	Dopjubupicator	Qwifropilistor	electric								
ggochal@fasehatice.com	1	Dopjubupicator	Rewerpower			convection	microwave					
emiceli@cancity.com	1	Dopjubupicator	Supdimonentor	gas								
csaulter@labdrill.com	1	Dopjubupicator	Untumover	gas								
bmastella@hottechi.com	1	Dopkilaquazz  Group	Cipdudinan	gas		convection	gas					
sdenooyer@zoomit.com	1	Dopkilaquazz  Group	Haphupicator	gas								
tkaniecki@dambase.com	1	Dopkilaquazz  Group	Haptanupantor	induction								
lbaltimore@hottechi.com	1	Dopkilaquazz  Group	Monsipommistor	radiant electric		conventional	microwave					
daquas@plussunin.com	1	Dopkilaquazz  Group	Truzapaquar	radiant electric								
jcorrio@year-job.com	1	Dopkilaquazz  Group	Unniponower			convection	gas;microwave					
kthreets@plussunin.com	1	Dopkilaquazz  Group	Windimower	induction								
edorshorst@nam-zim.com	1	Dopkilaquazz  Group	Winsipexex			convection	microwave					
ysergi@ganjaflex.com	1	Dopmunazz			electric							
dkaniecki@plusstrip.com	1	Dopmunazz			none							
ilungren@groovestreet.com	1	Dopmunazz	Ciperanar		electric							
fnunlee@dambase.com	1	Dopmunazz	Dopdudin		gas							
tkarpin@streethex.com	1	Dopmunazz	Hapwerpilor		none							
dagramonte@statholdings.com	1	Dopmunazz	Monpickar		electric							
jstrassner@isdom.com	1	Dopmunazz	Rapsapegan		gas							
wberganza@stanredtax.com	1	Dopmunazz	Surjubentor		electric							
mnabours@rantouch.com	1	Dopmunazz	Trududazz		gas							
mwaycott@bioplex.com	1	Dopnipaquistor	Adfropax	radiant electric		conventional	gas;microwave					
lclaucherty@funholding.com	1	Dopnipaquistor	Retinegan			conventional	electric;microwave					
mcaudy@newex.com	1	Dopnipicar			electric							
bcaiafa@green-plus.com	1	Dopnipicar			none							
smonterrubio@groovestreet.com	1	Dopnipicar	Bardudexantor		electric							
lreitler@doncon.com	1	Dopnipicar	Suptinedantor		gas							
rkorando@zoomit.com	1	Dopnipicar	Surtumewover		electric							
tgillaspie@yearin.com	1	Dopnipicar	Truhupinan		gas							
emccullan@treequote.com	1	Dopnipicar	Tupquestopentor		none							
emugnolo@opentech.com	1	Dopquestan WorldWide	Tipbanommax			conventional	microwave					
smclaird@condax.com	1	Dopquestan WorldWide	Tipkilover			conventional	microwave;electric					
dmatuszak@groovestreet.com	1	Dopquestan WorldWide	Tipwerpin			conventional	electric;microwave;gas					
bcryer@inity.com	1	Dopquestimentor Direct	Kliweraquax		gas							
acronauer@j-texon.com	1	Dopquestimentor Direct	Parzapower		electric							
bleinenbach@year-job.com	1	Dopquestimentor Direct	Unpebover		none							
bborgman@dalttechnology.com	1	Dopsipantor International	Insapower						25	LCD	480i	
fgrenet@yearin.com	1	Dopsipantor International	Klifroponin						55	LED	2160p (4K)	
jbutzen@konmatfix.com	1	Dopsipantor International	Monhupazz						60	plasma	1080i	
yfillingim@rangreen.com	1	Dopsipantor International	Tiprobower						75	LED	480i	
ngesick@zathunicon.com	1	Dopsipantor International	Untanepistor						50	LCD	2160p (4K)	
cliukko@hatfan.com	1	Dopsipantor International	Unvenadower						30	LED	1440p	
cpadilla@ontomedia.com	1	Dopsipantor International	Winhupantor						80	LED	480i	
trodeigues@funholding.com	1	Dopsipedgax			none							
atreston@toughzap.com	1	Dopsipedgax	Frotanackicator		none							
amaisto@ontomedia.com	1	Dopsipedgax	Hapdudopower		gas							
bcousey@scotfind.com	1	Dopsipedgax	Thruhupower		gas							
jbaltimore@condax.com	1	Dopsipedgax	Thruhupower		gas							
kadkin@year-job.com	1	Dopsipedgax	Trutumor		none							
aflister@dontechi.com	1	Dopsipedgax	Truzapaquover		electric							
pborgman@zathunicon.com	1	Dopsipegentor Direct	Dopbanentor	electric		conventional	gas					
lmulqueen@cancity.com	1	Dopsipegentor Direct	Parrobazz			conventional	microwave					
cengelberg@dambase.com	1	Dopsipegentor Direct	Rehupopover			conventional	microwave;electric					
dmcnease@rundofase.com	1	Dopsipegentor Direct	Truzapaquar			convection	gas;electric					
lcookey@donquadtech.com	1	Dopsipegentor Direct	Tupwerpimar			conventional	gas;electric					
swaycott@ron-tech.com	1	Dopsipplentor  Corp.						chest freezer				
mstenseth@plexzap.com	1	Dopsipplentor  Corp.	Lomtinicator					side-by-side				
dwesterbeck@ron-tech.com	1	Dopsipplentor  Corp.	Rapweronantor					chest freezer				
sdickerson@gogozoom.com	1	Dopsipplentor  Corp.	Unwerentor					french door				
bjuvera@rundofase.com	1	Doptanex International Company	Lomwerpepex						50	tube	480i	
rmodzelewski@goodsilron.com	1	Doptanex International Company	Surfropedentor						50	LCD	1080p	
